price,location,brand,type,year,mileage
193500000,Pasar Minggu,Toyota,Rush,2018,55.000-60.000
193500000,Grogol Petamburan,Toyota,Rush,2018,55.000-60.000
193500000,Cengkareng,Toyota,Rush,2018,55.000-60.000
157500000,Pekayon,Toyota,Sienta,2016,80.000-85.000
407000000,Kramat Jati,Toyota,Camry,2019,85.000-90.000
192000000,Cakung,Toyota,Rush,2018,80.000-85.000
384000000,Cempaka Putih,Honda,CR-V,2017,120.000-125.000
327000000,Kelapa Gading,Mitsubishi,Pajero Sport,2016,145.000-150.000
102000000,Pademangan,Daihatsu,Ayla,2018,90.000-95.000
119000000,Kemayoran,Honda,Mobilio,2014,85.000-90.000
394000000,Kebayoran Baru,Honda,CR-V,2019,70.000-75.000
120500000,Cakung,Honda,Mobilio,2014,110.000-115.000
157500000,Kramat Jati,Toyota,Sienta,2016,80.000-85.000
157500000,Duren Sawit,Toyota,Sienta,2016,80.000-85.000
157500000,Ciracas,Toyota,Sienta,2016,80.000-85.000
157500000,Cakung,Toyota,Sienta,2016,80.000-85.000
157500000,Pesanggrahan,Toyota,Sienta,2016,80.000-85.000
157500000,Pancoran,Toyota,Sienta,2016,80.000-85.000
157500000,Kebayoran Lama,Toyota,Sienta,2016,80.000-85.000
157500000,Palmerah,Toyota,Sienta,2016,80.000-85.000
157500000,Grogol Petamburan,Toyota,Sienta,2016,80.000-85.000
157500000,Cengkareng,Toyota,Sienta,2016,80.000-85.000
163500000,Cilangkap,Honda,Mobilio,2018,95.000-100.000
163500000,Pekayon,Honda,Mobilio,2018,95.000-100.000
133000000,Duren Sawit,Toyota,Sienta,2017,105.000-110.000
139000000,Duren Sawit,Toyota,Rush,2013,115.000-120.000
123000000,Ciracas,Daihatsu,Sigra,2019,65.000-70.000
170000000,Tebet,Mazda,2,2016,60.000-65.000
155000000,Cakung,Toyota,Avanza,2016,75.000-80.000
122000000,Kramat Jati,Chevrolet,Captiva,2013,125.000-130.000
192000000,Cibubur,Toyota,Rush,2018,95.000-100.000
204000000,Cakung,Honda,HR-V,2017,90.000-95.000
163500000,Jatinegara,Honda,Mobilio,2018,95.000-100.000
163500000,Duren Sawit,Honda,Mobilio,2018,95.000-100.000
163500000,Ciracas,Honda,Mobilio,2018,95.000-100.000
163500000,Pasar Minggu,Honda,Mobilio,2018,95.000-100.000
163500000,Kebayoran Lama,Honda,Mobilio,2018,95.000-100.000
163500000,Jagakarsa,Honda,Mobilio,2018,95.000-100.000
163500000,Taman Sari,Honda,Mobilio,2018,95.000-100.000
163500000,Grogol Petamburan,Honda,Mobilio,2018,95.000-100.000
163500000,Cengkareng,Honda,Mobilio,2018,95.000-100.000
135500000,Pekayon,Honda,Brio,2017,45.000-50.000
135500000,Pasar Baru,Honda,Brio,2017,45.000-50.000
135500000,Kelapa Gading,Honda,Brio,2017,45.000-50.000
112000000,Tebet,Daihatsu,Sirion,2015,85.000-90.000
341000000,Cempaka Putih,Toyota,Kijang Innova,2019,45.000-50.000
211500000,Kemang,Suzuki,Ertiga,2022,15.000-20.000
93000000,Cengkareng,Daihatsu,Ayla,2017,35.000-40.000
111000000,Cilangkap,Daihatsu,Ayla,2019,40.000-45.000
192000000,Duren Sawit,Mitsubishi,Xpander,2019,45.000-50.000
199000000,Tambora,Mitsubishi,Xpander,2018,45.000-50.000
399000000,Pademangan,Honda,CR-V,2019,75.000-80.000
135500000,Kramat Jati,Honda,Brio,2017,45.000-50.000
135500000,Duren Sawit,Honda,Brio,2017,45.000-50.000
135500000,Tebet,Honda,Brio,2017,45.000-50.000
135500000,Pasar Minggu,Honda,Brio,2017,45.000-50.000
135500000,Cilandak,Honda,Brio,2017,45.000-50.000
135500000,Kembangan,Honda,Brio,2017,45.000-50.000
135500000,Grogol Petamburan,Honda,Brio,2017,45.000-50.000
135500000,Cengkareng,Honda,Brio,2017,45.000-50.000
195000000,Kebon Jeruk,Honda,Jazz,2020,45.000-50.000
230000000,Cilandak,Toyota,Altis,2018,85.000-90.000
142000000,Pekayon,Toyota,Sienta,2017,115.000-120.000
142000000,Kramat Jati,Toyota,Sienta,2017,115.000-120.000
111000000,Jagakarsa,Honda,Brio Satya,2017,30.000-35.000
90000000,Kramat Jati,Suzuki,Karimun Wagon R,2019,50.000-55.000
88500000,Cilincing,Mitsubishi,Mirage,2016,90.000-95.000
249000000,Penjaringan,Honda,HR-V,2020,35.000-40.000
118000000,Pademangan,Toyota,Agya,2020,25.000-30.000
138000000,Cipayung,Toyota,Calya,2021,15.000-20.000
142000000,Duren Sawit,Toyota,Sienta,2017,115.000-120.000
142000000,Ciracas,Toyota,Sienta,2017,115.000-120.000
142000000,Cakung,Toyota,Sienta,2017,115.000-120.000
142000000,Pesanggrahan,Toyota,Sienta,2017,115.000-120.000
142000000,Pancoran,Toyota,Sienta,2017,115.000-120.000
142000000,Kebayoran Lama,Toyota,Sienta,2017,115.000-120.000
142000000,Palmerah,Toyota,Sienta,2017,115.000-120.000
142000000,Grogol Petamburan,Toyota,Sienta,2017,115.000-120.000
142000000,Cengkareng,Toyota,Sienta,2017,115.000-120.000
285000000,Kramat Jati,Mercedes-Benz,C250,2012,40.000-45.000
75000000,Kebayoran Baru,Honda,Odyssey,2001,85.000-90.000
395000000,Kebayoran Lama,Toyota,Fortuner,2019,65.000-70.000
158000000,Kemayoran,Toyota,Avanza,2018,70.000-75.000
220000000,Makasar,Honda,HR-V,2017,65.000-70.000
227000000,Kelapa Gading,Mitsubishi,Xpander,2019,15.000-20.000
106000000,Kelapa Gading,Suzuki,Ignis,2017,80.000-85.000
239500000,Tebet,Honda,HR-V,2018,45.000-50.000
145500000,Daan Mogot,Honda,Mobilio,2017,125.000-130.000
174000000,Duren Sawit,Daihatsu,Terios,2019,70.000-75.000
165500000,Grogol Petamburan,Suzuki,Ertiga,2019,70.000-75.000
210000000,Duren Sawit,Toyota,Raize,2021,40.000-45.000
150000000,Kemayoran,Daihatsu,Xenia,2019,50.000-55.000
140000000,Cibubur,Daihatsu,Xenia,2018,100.000-105.000
140000000,Kramat Jati,Daihatsu,Xenia,2018,100.000-105.000
140000000,Duren Sawit,Daihatsu,Xenia,2018,100.000-105.000
140000000,Cakung,Daihatsu,Xenia,2018,100.000-105.000
140000000,Tebet,Daihatsu,Xenia,2018,100.000-105.000
140000000,Pancoran,Daihatsu,Xenia,2018,100.000-105.000
140000000,Jagakarsa,Daihatsu,Xenia,2018,100.000-105.000
140000000,Palmerah,Daihatsu,Xenia,2018,100.000-105.000
140000000,Grogol Petamburan,Daihatsu,Xenia,2018,100.000-105.000
140000000,Cengkareng,Daihatsu,Xenia,2018,100.000-105.000
152000000,Tebet,Daihatsu,Terios,2016,75.000-80.000
126000000,Cengkareng,Suzuki,Ertiga,2017,95.000-100.000
705000000,Kebon Jeruk,Mercedes-Benz,GL400,2015,35.000-40.000
97000000,Kramat Jati,Wuling,Confero,2021,30.000-35.000
108000000,Cempaka Putih,Daihatsu,Sigra,2023,15.000-20.000
186000000,Pekayon,Suzuki,Baleno,2020,30.000-35.000
195000000,Kebayoran Lama,Toyota,Camry,2013,70.000-75.000
116000000,Cilangkap,Nissan,Livina,2013,35.000-40.000
114000000,Cilangkap,Toyota,Calya,2016,45.000-50.000
685000000,Kemang,Hyundai,Ioniq 5,2023,5.000-10.000
530000000,Kelapa Gading,Mercedes-Benz,C250,2016,15.000-20.000
103000000,Kemayoran,Ford,Ecosport,2014,90.000-95.000
250000000,Grogol Petamburan,Hyundai,Creta,2022,5.000-10.000
97000000,Cilangkap,Toyota,Calya,2016,90.000-95.000
97000000,Tanjung Barat,Toyota,Calya,2016,90.000-95.000
97000000,Kelapa Gading,Toyota,Calya,2016,90.000-95.000
97000000,Pasar Minggu,Toyota,Calya,2016,90.000-95.000
97000000,Kebayoran Lama,Toyota,Calya,2016,90.000-95.000
157500000,Cilandak,DFSK,Glory 580,2023,5.000
51000000,Jatinegara,Peugeot,406,2004,125.000-130.000
150000000,Cengkareng,Daihatsu,Xenia,2019,55.000-60.000
218000000,Cempaka Putih,Honda,HR-V,2018,45.000-50.000
97000000,Jagakarsa,Toyota,Calya,2016,90.000-95.000
97000000,Sawah Besar,Toyota,Calya,2016,90.000-95.000
97000000,Grogol Petamburan,Toyota,Calya,2016,90.000-95.000
97000000,Cengkareng,Toyota,Calya,2016,90.000-95.000
7200000000,Cilandak,Mercedes-Benz,G63,2023,5.000
118000000,Jakarta Selatan,Mazda,2,2013,60.000-65.000
270000000,Jakarta Selatan,Nissan,Elgrand,2013,70.000-75.000
180000000,Tanjung Barat,Honda,Brio,2021,20.000-25.000
180000000,Pekayon,Honda,Brio,2021,20.000-25.000
180000000,Pantai Indah Kapuk,Honda,Brio,2021,20.000-25.000
180000000,Kemang,Honda,Brio,2021,20.000-25.000
180000000,Duren Sawit,Honda,Brio,2021,20.000-25.000
169000000,Cilandak,Toyota,Sienta,2017,60.000-65.000
67000000,Duren Sawit,Nissan,Grand livina,2011,120.000-125.000
350000000,Cilincing,Honda,CR-V,2017,95.000-100.000
108500000,Palmerah,Honda,Brio Satya,2016,80.000-85.000
129000000,Duren Sawit,Honda,Brio Satya,2018,85.000-90.000
211000000,Cempaka Putih,Honda,HR-V,2017,65.000-70.000
229000000,Penjaringan,Honda,HR-V,2018,70.000-75.000
249000000,Cengkareng,Mazda,2,2020,60.000-65.000
108500000,Jatinegara,Suzuki,Ertiga,2013,50.000-55.000
108500000,Kembangan,Suzuki,Ertiga,2013,50.000-55.000
123000000,Kramat Jati,Toyota,Calya,2019,75.000-80.000
164000000,Kemang,Daihatsu,Xenia,2019,25.000-30.000
164000000,Tebet,Daihatsu,Xenia,2019,25.000-30.000
164000000,Palmerah,Daihatsu,Xenia,2019,25.000-30.000
80000000,Cakung,Daihatsu,Ayla,2016,95.000-100.000
80000000,Kebayoran Lama,Daihatsu,Ayla,2016,95.000-100.000
80000000,Grogol Petamburan,Daihatsu,Ayla,2016,95.000-100.000
252000000,Kramat Jati,Mazda,2,2020,60.000-65.000
210000000,Duren Sawit,Honda,HR-V,2018,70.000-75.000
900000000,Cilandak,Lexus,RX300,2018,45.000-50.000
200000000,Cempaka Putih,Honda,HR-V,2017,125.000-130.000
126000000,Tanah Abang,Suzuki,Ertiga,2015,75.000-80.000
137000000,Kramat Jati,Daihatsu,Xenia,2018,75.000-80.000
163000000,Cibubur,Toyota,Yaris,2016,75.000-80.000
151000000,Grogol Petamburan,Honda,Brio Satya,2019,40.000-45.000
159000000,Pasar Minggu,Toyota,Sienta,2018,30.000-35.000
372000000,Kemayoran,Honda,CR-V,2018,45.000-50.000
185000000,Grogol Petamburan,Wuling,Air EV,2022,5.000
117500000,Cibubur,Nissan,Grand livina,2016,65.000-70.000
117500000,Kemang,Nissan,Grand livina,2016,65.000-70.000
117500000,Kramat Jati,Nissan,Grand livina,2016,65.000-70.000
117500000,Duren Sawit,Nissan,Grand livina,2016,65.000-70.000
117500000,Cakung,Nissan,Grand livina,2016,65.000-70.000
117500000,Kebayoran Lama,Nissan,Grand livina,2016,65.000-70.000
117500000,Palmerah,Nissan,Grand livina,2016,65.000-70.000
117500000,Cengkareng,Nissan,Grand livina,2016,65.000-70.000
358000000,Cilangkap,Toyota,Fortuner,2018,50.000-55.000
358000000,Tanjung Barat,Toyota,Fortuner,2018,50.000-55.000
358000000,Pasar Minggu,Toyota,Fortuner,2018,50.000-55.000
358000000,Kebayoran Lama,Toyota,Fortuner,2018,50.000-55.000
233000000,Kemang,Toyota,Kijang Innova,2017,80.000-85.000
341000000,Pasar Minggu,Toyota,Voxy,2018,80.000-85.000
179000000,Pasar Minggu,Wuling,Almaz,2019,40.000-45.000
243000000,Setia Budi,Toyota,Kijang Innova,2017,80.000-85.000
361647000,Cilandak,Hyundai,Creta,2023,5.000
277000000,Mampang Prapatan,Honda,HR-V,2020,75.000-80.000
395000000,Penjaringan,Toyota,Voxy,2019,40.000-45.000
111000000,Cengkareng,Daihatsu,Ayla,2018,10.000-15.000
358000000,Kembangan,Toyota,Fortuner,2018,50.000-55.000
358000000,Grogol Petamburan,Toyota,Fortuner,2018,50.000-55.000
358000000,Cengkareng,Toyota,Fortuner,2018,50.000-55.000
260000000,Pasar Minggu,Toyota,Kijang Innova,2019,65.000-70.000
97000000,Tebet,Daihatsu,Gran max,2017,165.000-170.000
365000000,Kemayoran,Mini,Cooper,2010,10.000-15.000
265000000,Tebet,Toyota,Avanza,2022,5.000-10.000
269000000,Setia Budi,Mercedes-Benz,C250,2012,70.000-75.000
269000000,Kebayoran Baru,Mercedes-Benz,C250,2012,70.000-75.000
125000000,Kembangan,Toyota,Camry,2009,130.000-135.000
203000000,Setia Budi,Wuling,Almaz,2019,45.000-50.000
1500000000,Kemayoran,Mercedes-Benz,S450L,2018,15.000-20.000
113000000,Grogol Petamburan,Suzuki,Ignis,2019,30.000-35.000
252000000,Kemang,Toyota,Rush,2022,15.000-20.000
143000000,Pesanggrahan,Suzuki,Ertiga,2017,90.000-95.000
87000000,Duren Sawit,Daihatsu,Ayla,2018,55.000-60.000
185000000,Pademangan,Honda,Brio,2022,5.000-10.000
75000000,Kembangan,Nissan,Grand livina,2011,90.000-95.000
160000000,Kemayoran,Honda,Mobilio,2017,65.000-70.000
183000000,Kemayoran,Toyota,Raize,2021,15.000-20.000
207000000,Setia Budi,Mazda,2,2018,70.000-75.000
225000000,Grogol Petamburan,Mitsubishi,Pajero Sport,2010,85.000-90.000
147500000,Pulo Gadung,Toyota,Avanza,2017,60.000-65.000
147500000,Tebet,Toyota,Avanza,2017,60.000-65.000
147500000,Cengkareng,Toyota,Avanza,2017,60.000-65.000
147500000,Kembangan,Toyota,Avanza,2017,60.000-65.000
109000000,Kemang,Toyota,Calya,2018,45.000-50.000
109000000,Kramat Jati,Toyota,Calya,2018,45.000-50.000
109000000,Ciracas,Toyota,Calya,2018,45.000-50.000
109000000,Kembangan,Toyota,Calya,2018,45.000-50.000
285000000,Cilandak,Mercedes-Benz,C250,2012,40.000-45.000
163500000,Kemang,Toyota,Avanza,2018,55.000-60.000
198000000,Makasar,Toyota,Yaris,2019,15.000-20.000
125000000,Makasar,Nissan,Grand livina,2017,50.000-55.000
226000000,Pancoran,Toyota,Raize,2021,15.000-20.000
91000000,Kebayoran Lama,Nissan,Grand livina,2013,85.000-90.000
283000000,Kalideres,BMW,X3,2012,35.000-40.000
200500000,Cibubur,Suzuki,XL7,2020,55.000-60.000
55000000,Jagakarsa,Mitsubishi,Kuda,2004,195.000-200.000
81000000,Cempaka Putih,Daihatsu,Ayla,2016,70.000-75.000
163500000,Pademangan,Toyota,Avanza,2018,55.000-60.000
163500000,Pasar Rebo,Toyota,Avanza,2018,55.000-60.000
163500000,Duren Sawit,Toyota,Avanza,2018,55.000-60.000
163500000,Ciracas,Toyota,Avanza,2018,55.000-60.000
163500000,Tanah Abang,Toyota,Avanza,2018,55.000-60.000
163500000,Tambora,Toyota,Avanza,2018,55.000-60.000
163500000,Kembangan,Toyota,Avanza,2018,55.000-60.000
335000000,Cempaka Putih,Volkswagen,Tiguan Allspace,2018,40.000-45.000
169000000,Pademangan,Honda,BR-V,2016,115.000-120.000
80000000,Pademangan,Daihatsu,Ayla,2016,65.000-70.000
80000000,Jatinegara,Daihatsu,Ayla,2016,65.000-70.000
80000000,Cilandak,Daihatsu,Ayla,2016,65.000-70.000
135000000,Pancoran,Honda,Brio,2019,75.000-80.000
100500000,Tambora,Daihatsu,Sigra,2016,35.000-40.000
68000000,Tebet,Suzuki,Karimun Wagon R,2014,50.000-55.000
90000000,Cengkareng,Daihatsu,Sigra,2017,90.000-95.000
217000000,Pasar Minggu,Honda,HR-V,2017,35.000-40.000
194000000,Jagakarsa,Nissan,Serena,2017,95.000-100.000
450000000,Tebet,Mercedes-Benz,C250,2015,90.000-95.000
101000000,Pesanggrahan,Daihatsu,Sigra,2016,120.000-125.000
80000000,Menteng,Daihatsu,Ayla,2016,65.000-70.000
80000000,Palmerah,Daihatsu,Ayla,2016,65.000-70.000
80000000,Kembangan,Daihatsu,Ayla,2016,65.000-70.000
148000000,Tanjung Duren,Honda,Brio Satya,2022,25.000-30.000
148000000,Ciracas,Honda,Brio Satya,2022,25.000-30.000
148000000,Kebayoran Baru,Honda,Brio Satya,2022,25.000-30.000
148000000,Kembangan,Honda,Brio Satya,2022,25.000-30.000
389000000,Cilangkap,Honda,CR-V,2019,30.000-35.000
389000000,Tanjung Barat,Honda,CR-V,2019,30.000-35.000
389000000,Kemang,Honda,CR-V,2019,30.000-35.000
389000000,Tanjung Priok,Honda,CR-V,2019,30.000-35.000
389000000,Jatinegara,Honda,CR-V,2019,30.000-35.000
114500000,Kebayoran Lama,Daihatsu,Xenia,2017,85.000-90.000
110000000,Pesanggrahan,Nissan,Grand livina,2017,90.000-95.000
84000000,Jagakarsa,Toyota,Agya,2014,60.000-65.000
169000000,Duren Sawit,Toyota,Sienta,2017,60.000-65.000
180500000,Ciracas,Mitsubishi,Xpander,2017,115.000-120.000
120000000,Cibubur,Nissan,Grand livina,2017,55.000-60.000
192000000,Matraman,Toyota,Rush,2018,45.000-50.000
100000000,Cilandak,Mitsubishi,L300,2015,255.000-260.000
389000000,Pasar Minggu,Honda,CR-V,2019,30.000-35.000
389000000,Kebayoran Lama,Honda,CR-V,2019,30.000-35.000
389000000,Tanah Abang,Honda,CR-V,2019,30.000-35.000
389000000,Grogol Petamburan,Honda,CR-V,2019,30.000-35.000
389000000,Cengkareng,Honda,CR-V,2019,30.000-35.000
158000000,Cibubur,Toyota,Sienta,2017,115.000-120.000
158000000,Pademangan,Toyota,Sienta,2017,115.000-120.000
158000000,Duren Sawit,Toyota,Sienta,2017,115.000-120.000
158000000,Tebet,Toyota,Sienta,2017,115.000-120.000
158000000,Pasar Minggu,Toyota,Sienta,2017,115.000-120.000
158000000,Jagakarsa,Toyota,Sienta,2017,115.000-120.000
158000000,Cilandak,Toyota,Sienta,2017,115.000-120.000
135000000,Kelapa Gading,Honda,Freed,2013,95.000-100.000
72000000,Duren Sawit,Datsun,Go+ Panca,2015,65.000-70.000
201000000,Pasar Minggu,Nissan,Serena,2017,95.000-100.000
99000000,Grogol Petamburan,Honda,Brio Satya,2015,55.000-60.000
162000000,Penjaringan,Mazda,Biante,2015,70.000-75.000
172500000,Duren Sawit,Honda,Brio,2022,5.000
106000000,Cengkareng,Toyota,Calya,2016,50.000-55.000
140000000,Ciracas,Kia,Sportage,2013,135.000-140.000
158000000,Tanah Abang,Toyota,Sienta,2017,115.000-120.000
158000000,Grogol Petamburan,Toyota,Sienta,2017,115.000-120.000
158000000,Cengkareng,Toyota,Sienta,2017,115.000-120.000
123000000,Tanjung Barat,Suzuki,Ignis,2019,90.000-95.000
123000000,Kemang,Suzuki,Ignis,2019,90.000-95.000
123000000,Pademangan,Suzuki,Ignis,2019,90.000-95.000
123000000,Kramat Jati,Suzuki,Ignis,2019,90.000-95.000
123000000,Cakung,Suzuki,Ignis,2019,90.000-95.000
123000000,Pesanggrahan,Suzuki,Ignis,2019,90.000-95.000
123000000,Pasar Minggu,Suzuki,Ignis,2019,90.000-95.000
123000000,Kebayoran Lama,Suzuki,Ignis,2019,90.000-95.000
123000000,Tanah Abang,Suzuki,Ignis,2019,90.000-95.000
108000000,Cilandak,Daihatsu,Sigra,2017,20.000-25.000
196000000,Jagakarsa,Mitsubishi,Xpander,2019,85.000-90.000
100000000,Cilandak,Daihatsu,Ayla,2018,55.000-60.000
128000000,Cibubur,Daihatsu,Ayla,2020,30.000-35.000
86000000,Pantai Indah Kapuk,Daihatsu,Ayla,2016,160.000-165.000
102000000,Kemayoran,Suzuki,Ignis,2017,60.000-65.000
202000000,Ciracas,Toyota,Rush,2019,50.000-55.000
299999000,Jagakarsa,Lexus,RX 270,2011,55.000-60.000
123000000,Grogol Petamburan,Suzuki,Ignis,2019,90.000-95.000
123000000,Cengkareng,Suzuki,Ignis,2019,90.000-95.000
126000000,Tanjung Barat,Honda,Brio Satya,2018,95.000-100.000
126000000,Pekayon,Honda,Brio Satya,2018,95.000-100.000
126000000,Kemang,Honda,Brio Satya,2018,95.000-100.000
126000000,Kramat Jati,Honda,Brio Satya,2018,95.000-100.000
126000000,Duren Sawit,Honda,Brio Satya,2018,95.000-100.000
126000000,Ciracas,Honda,Brio Satya,2018,95.000-100.000
126000000,Cakung,Honda,Brio Satya,2018,95.000-100.000
126000000,Kebayoran Lama,Honda,Brio Satya,2018,95.000-100.000
126000000,Kembangan,Honda,Brio Satya,2018,95.000-100.000
126000000,Grogol Petamburan,Honda,Brio Satya,2018,95.000-100.000
245000000,Senen,Toyota,Avanza,2022,25.000-30.000
237000000,Kebayoran Lama,Nissan,X-Trail,2017,105.000-110.000
399000000,Cilandak,Toyota,Fortuner,2019,95.000-100.000
104000000,Jagakarsa,Suzuki,Ignis,2017,25.000-30.000
174000000,Tambora,Toyota,Kijang Innova,2015,90.000-95.000
173000000,Cempaka Putih,Honda,Brio,2020,25.000-30.000
225000000,Kebayoran Lama,Mitsubishi,Outlander Sport,2018,40.000-45.000
180000000,Pesanggrahan,Toyota,Harrier,2009,120.000-125.000
126000000,Cengkareng,Honda,Brio Satya,2018,95.000-100.000
140000000,Tanjung Barat,Honda,Freed,2013,95.000-100.000
140000000,Pekayon,Honda,Freed,2013,95.000-100.000
140000000,Kemang,Honda,Freed,2013,95.000-100.000
140000000,Pademangan,Honda,Freed,2013,95.000-100.000
140000000,Cakung,Honda,Freed,2013,95.000-100.000
140000000,Pesanggrahan,Honda,Freed,2013,95.000-100.000
140000000,Pasar Minggu,Honda,Freed,2013,95.000-100.000
140000000,Kebayoran Lama,Honda,Freed,2013,95.000-100.000
140000000,Kemayoran,Honda,Freed,2013,95.000-100.000
140000000,Grogol Petamburan,Honda,Freed,2013,95.000-100.000
140000000,Cengkareng,Honda,Freed,2013,95.000-100.000
149000000,Pasar Minggu,Suzuki,SX4,2018,105.000-110.000
164000000,Tigaraksa,Mazda,Biante,2010,130.000-135.000
87000000,Kelapa Gading,Daihatsu,Ayla,2020,35.000-40.000
112000000,Pesanggrahan,Daihatsu,Xenia,2016,145.000-150.000
172000000,Duren Sawit,Honda,BR-V,2018,55.000-60.000
190000000,Pasar Minggu,Toyota,Rush,2018,80.000-85.000
179000000,Pasar Minggu,Honda,Jazz,2017,60.000-65.000
168500000,Cibubur,Suzuki,SX4,2018,50.000-55.000
85000000,Cilangkap,Toyota,Agya,2014,100.000-105.000
85000000,Tanjung Barat,Toyota,Agya,2014,100.000-105.000
85000000,Kemang,Toyota,Agya,2014,100.000-105.000
85000000,Pademangan,Toyota,Agya,2014,100.000-105.000
85000000,Jatinegara,Toyota,Agya,2014,100.000-105.000
85000000,Ciracas,Toyota,Agya,2014,100.000-105.000
85000000,Kebayoran Lama,Toyota,Agya,2014,100.000-105.000
85000000,Tanah Abang,Toyota,Agya,2014,100.000-105.000
85000000,Palmerah,Toyota,Agya,2014,100.000-105.000
85000000,Grogol Petamburan,Toyota,Agya,2014,100.000-105.000
85000000,Cengkareng,Toyota,Agya,2014,100.000-105.000
200000000,Cilandak,Suzuki,Ertiga,2022,25.000-30.000
69000000,Cengkareng,Datsun,Go+ Panca,2014,60.000-65.000
126000000,Kembangan,Honda,Brio,2017,45.000-50.000
187000000,Cibubur,Mitsubishi,Xpander,2019,40.000-45.000
300000000,Kebayoran Lama,Toyota,Camry,2018,65.000-70.000
1950000000,Pademangan,Toyota,Land Cruiser,2017,40.000-45.000
197000000,Pasar Minggu,Mitsubishi,Xpander,2019,80.000-85.000
172000000,Jagakarsa,Honda,City,2015,50.000-55.000
153000000,Palmerah,Suzuki,Baleno,2018,95.000-100.000
134500000,Cilangkap,Toyota,Sienta,2016,70.000-75.000
134500000,Tanjung Barat,Toyota,Sienta,2016,70.000-75.000
134500000,Kemang,Toyota,Sienta,2016,70.000-75.000
134500000,Tanjung Priok,Toyota,Sienta,2016,70.000-75.000
134500000,Jatinegara,Toyota,Sienta,2016,70.000-75.000
134500000,Cipayung,Toyota,Sienta,2016,70.000-75.000
134500000,Pasar Minggu,Toyota,Sienta,2016,70.000-75.000
134500000,Cempaka Putih,Toyota,Sienta,2016,70.000-75.000
